name,region,size,task_clock,CPUs_utilized,context_switches,cpu_migrations,page_faults,cycles,stalled_cycles_frontend,instructions,branches,branch_misses,time_elapsed,IO,num_threads
mandelbrot_pth,full,2048,629.83,7.885,68,15,144,339.661,609.487,113.070,416.575,972.530,0.07988,False,16
mandelbrot_pth,full,4096,486.64,8.056,217,23,143,247.702,261.697,508.393,716.925,108.064,0.30866,False,16
mandelbrot_pth,full,8192,319.90,8.333,083,30,143,921.539,011.696,250.445,005.120,652.321,1.23837,False,16
mandelbrot_pth,seahorse,16,5.23,1.209,9,0,144,954.739,439.194,731.751,449.201,143.172,0.004329,False,16
mandelbrot_pth,seahorse,32,5.61,1.476,14,0,145,018.828,045.566,199.692,725.550,149.481,0.003801,False,16
mandelbrot_pth,seahorse,64,7.76,2.521,19,1,146,532.762,095.919,899.692,781.141,159.113,0.0030766,False,16
mandelbrot_pth,seahorse,128,25.12,6.086,29,6,145,492.323,447.672,203.517,917.677,200.971,0.004127,False,16
mandelbrot_pth,seahorse,256,79.46,10.006,25,16,145,177.671,494.669,481.774,996.466,257.727,0.007942,False,16
mandelbrot_pth,seahorse,512,287.21,12.712,110,18,144,747.600,026.675,862.286,476.016,503.709,0.022594,False,16
mandelbrot_pth,seahorse,1024,150.64,12.676,556,22,143,348.710,327.518,876.792,655.031,556.472,0.09077,False,16
mandelbrot_pth,seahorse,2048,686.31,13.616,260,28,143,729.729,204.673,910.140,095.066,242.111,0.34417,False,16
mandelbrot_pth,seahorse,4096,591.53,13.888,298,85,144,203.638,232.815,910.844,607.967,736.819,1.4107,False,16
mandelbrot_pth,seahorse,8192,526.08,13.993,724,373,144,728.312,157.808,918.558,262.388,582.998,5.7546,False,16
mandelbrot_pth,elephant,16,5.54,1.191,15,0,144,246.259,706.807,873.771,483.609,147.320,0.004653,False,16
mandelbrot_pth,elephant,32,4.74,1.522,15,0,144,091.600,754.103,086.816,725.464,148.330,0.003115,False,16
mandelbrot_pth,elephant,64,9.34,2.687,20,0,145,924.593,199.592,005.638,719.508,161.528,0.003474,False,16
mandelbrot_pth,elephant,128,22.63,5.823,33,6,145,115.507,401.954,484.831,646.522,199.538,0.0038868,False,16
mandelbrot_pth,elephant,256,71.96,9.387,22,12,145,081.847,061.438,936.670,827.133,246.915,0.007667,False,16
mandelbrot_pth,elephant,512,273.16,12.069,89,17,144,420.102,319.506,897.896,764.106,475.467,0.022634,False,16
mandelbrot_pth,elephant,1024,088.15,12.683,469,22,144,732.722,635.340,488.726,773.484,433.406,0.08580,False,16
mandelbrot_pth,elephant,2048,477.29,13.503,541,30,143,107.712,054.963,216.397,247.647,022.048,0.33159,False,16
mandelbrot_pth,elephant,4096,836.39,14.127,755,67,143,250.242,447.542,940.824,780.676,948.548,1.33336,False,16
mandelbrot_pth,elephant,8192,625.31,13.995,635,332,144,620.391,236.031,193.679,366.533,159.356,5.4036,False,16
mandelbrot_pth,triple_spiral,16,4.88,1.327,14,0,144,399.149,664.599,006.503,488.597,146.321,0.003675,False,16
mandelbrot_pth,triple_spiral,32,4.66,1.609,14,0,144,741.512,719.553,873.313,778.924,146.909,0.0028989,False,16
mandelbrot_pth,triple_spiral,64,8.89,2.514,21,1,144,004.883,290.786,434.476,971.997,161.840,0.003537,False,16
mandelbrot_pth,triple_spiral,128,26.58,5.200,28,12,145,977.353,225.056,263.311,661.249,204.005,0.005111,False,16
mandelbrot_pth,triple_spiral,256,86.59,10.094,23,14,144,078.392,162.927,318.490,947.010,258.151,0.008578,False,16
mandelbrot_pth,triple_spiral,512,325.01,12.494,81,18,143,867.022,629.463,346.001,324.138,520.702,0.026014,False,16
mandelbrot_pth,triple_spiral,1024,310.68,13.172,463,22,144,877.435,033.159,064.426,036.340,645.546,0.099505,False,16
mandelbrot_pth,triple_spiral,2048,459.43,13.597,181,34,144,991.613,211.343,513.246,439.651,150.601,0.40152,False,16
mandelbrot_pth,triple_spiral,4096,961.70,13.929,590,109,144,735.044,693.549,628.421,436.659,246.330,1.6484,False,16
mandelbrot_pth,triple_spiral,8192,227.19,14.441,103,403,143,669.278,232.388,468.733,710.937,432.671,6.3174,False,16
mandelbrot_omp,full,16,5.81,1.596,92,43,138,606.747,752.507,910.445,613.163,176.414,0.0036384,False,16
mandelbrot_omp,full,32,5.93,1.621,93,45,138,976.504,819.293,460.052,683.061,178.433,0.0036564,False,16
mandelbrot_omp,full,64,5.99,1.853,91,42,138,151.686,342.941,227.746,876.572,175.242,0.0032306,False,16
mandelbrot_omp,full,128,7.42,2.203,85,44,138,987.623,123.172,536.628,713.088,174.592,0.0033662,False,16
mandelbrot_omp,full,256,15.29,3.444,87,45,138,222.727,440.068,455.726,201.227,188.651,0.004440,False,16
mandelbrot_omp,full,512,46.51,5.209,91,46,138,682.116,452.896,792.280,103.376,237.177,0.008929,False,16
mandelbrot_omp,full,1024,170.63,7.124,109,47,138,319.464,159.522,250.510,536.098,408.841,0.023950,False,16
mandelbrot_omp,full,2048,651.02,7.991,135,45,138,114.425,180.569,407.283,986.176,987.832,0.081471,False,16
mandelbrot_omp,full,4096,563.27,8.234,233,55,138,426.190,757.137,599.710,164.756,244.689,0.31132,False,16
mandelbrot_omp,full,8192,256.71,8.318,809,66,138,429.126,613.440,644.185,747.860,044.000,1.23307,False,16
mandelbrot_omp,seahorse,16,6.25,1.594,92,46,138,536.203,032.909,887.124,734.621,178.130,0.003917,False,16
mandelbrot_omp,seahorse,32,6.95,1.895,93,43,138,567.290,693.852,142.033,112.639,176.815,0.003668,False,16
mandelbrot_omp,seahorse,64,10.47,2.727,90,43,138,494.334,648.300,033.598,593.919,180.457,0.0038389,False,16
mandelbrot_omp,seahorse,128,23.97,4.809,96,45,138,555.085,063.175,112.717,639.907,202.636,0.0049839,False,16
mandelbrot_omp,seahorse,256,78.31,8.147,99,46,138,655.930,261.949,662.364,661.451,267.370,0.009613,False,16
mandelbrot_omp,seahorse,512,317.25,10.611,186,55,139,317.979,347.377,351.888,889.298,546.526,0.029899,False,16
mandelbrot_omp,seahorse,1024,251.85,12.833,421,56,138,656.992,050.961,205.919,305.236,539.261,0.09755,False,16
mandelbrot_omp,seahorse,2048,988.80,13.107,471,65,138,810.632,296.194,200.201,239.652,481.112,0.38063,False,16
mandelbrot_omp,seahorse,4096,000.48,13.664,653,128,138,022.021,936.480,436.482,855.167,284.906,1.46368,False,16
mandelbrot_omp,seahorse,8192,090.83,14.208,075,418,138,687.183,797.005,811.680,506.168,800.991,5.6369,False,16
mandelbrot_omp,elephant,16,5.85,1.679,93,42,138,681.252,696.123,751.344,704.240,174.413,0.003485,False,16
mandelbrot_omp,elephant,32,6.50,1.849,91,43,138,094.320,405.363,796.054,054.456,173.479,0.0035155,False,16
mandelbrot_omp,elephant,64,11.31,2.896,90,46,138,042.625,466.393,422.438,549.913,182.167,0.0039069,False,16
mandelbrot_omp,elephant,128,22.99,3.857,93,45,139,267.785,497.017,445.193,212.408,201.877,0.005960,False,16
mandelbrot_omp,elephant,256,75.88,7.287,102,50,138,377.299,521.085,835.035,950.731,263.420,0.010412,False,16
mandelbrot_omp,elephant,512,296.86,9.966,189,57,138,551.464,276.370,907.722,903.417,521.142,0.029788,False,16
mandelbrot_omp,elephant,1024,179.59,12.540,484,53,138,901.849,099.561,829.337,283.601,461.875,0.094066,False,16
mandelbrot_omp,elephant,2048,681.90,13.218,881,60,138,427.601,065.218,143.384,702.733,892.902,0.35421,False,16
mandelbrot_omp,elephant,4096,773.13,13.371,947,116,138,567.931,722.102,818.561,889.926,237.103,1.4040,False,16
mandelbrot_omp,elephant,8192,256.03,13.932,013,343,138,079.895,875.080,844.168,677.416,786.006,5.4017,False,16
mandelbrot_omp,triple_spiral,16,5.89,1.680,92,42,138,924.461,589.775,953.441,732.461,174.592,0.0035075,False,16
mandelbrot_omp,triple_spiral,32,7.18,2.007,91,41,139,270.098,453.171,727.065,175.141,176.299,0.0035782,False,16
mandelbrot_omp,triple_spiral,64,11.23,3.069,85,44,138,532.805,172.618,473.707,875.005,176.572,0.0036585,False,16
mandelbrot_omp,triple_spiral,128,27.23,5.124,95,45,138,356.801,105.558,745.921,749.830,202.592,0.005314,False,16
mandelbrot_omp,triple_spiral,256,90.15,7.750,101,49,138,350.211,602.325,080.636,100.615,274.354,0.011632,False,16
mandelbrot_omp,triple_spiral,512,363.76,10.857,210,58,138,866.345,114.475,145.760,684.743,581.423,0.033506,False,16
mandelbrot_omp,triple_spiral,1024,427.06,12.863,506,57,138,318.866,828.841,818.208,516.697,693.589,0.11094,False,16
mandelbrot_omp,triple_spiral,2048,650.34,13.380,357,67,138,156.924,170.930,749.267,518.954,916.381,0.42231,False,16
mandelbrot_omp,triple_spiral,4096,792.02,13.864,588,142,138,693.725,778.650,796.069,326.422,317.229,1.64400,False,16
mandelbrot_omp,triple_spiral,8192,396.18,14.275,292,455,139,856.853,126.824,470.945,220.883,321.550,6.4025,False,16
mandelbrot_pth,full,16,1.42,0.643,1,0,80,430.430,236.428,944.779,382.564,45.331,0.002210,False,16
mandelbrot_pth,full,32,1.35,0.619,1,0,79,729.328,172.998,427.710,417.423,44.906,0.0021771,False,16
mandelbrot_pth,full,64,1.89,0.772,1,0,80,648.364,210.078,393.520,570.385,46.299,0.002451,False,16
mandelbrot_pth,full,128,7.53,0.931,1,0,79,636.544,255.573,137.227,172.950,50.441,0.008087,False,16
mandelbrot_pth,full,256,12.44,0.941,1,0,80,408.385,675.579,989.992,553.651,62.049,0.013219,False,16
mandelbrot_pth,full,512,48.35,0.983,1,0,80,275.432,157.006,219.417,063.987,101.051,0.04921,False,16
mandelbrot_pth,full,1024,148.69,0.992,3,0,80,762.729,939.944,720.987,045.698,238.346,0.14988,False,16
mandelbrot_pth,full,2048,565.15,0.998,3,0,80,708.191,061.181,268.307,770.170,737.539,0.56630,False,16
mandelbrot_pth,full,4096,231.33,0.999,18,0,80,048.379,522.719,398.372,712.209,659.737,2.23378,False,16
mandelbrot_pth,full,8192,886.23,1.000,27,3,79,216.758,718.563,726.836,392.474,053.287,8.88860,False,16
mandelbrot_pth,seahorse,16,1.75,0.683,1,0,80,986.174,106.464,888.618,452.634,45.069,0.0025656,False,16
mandelbrot_pth,seahorse,32,3.10,0.838,1,0,79,695.235,296.611,257.911,704.147,46.393,0.003703,False,16
mandelbrot_pth,seahorse,64,10.23,0.938,1,0,80,860.184,384.698,773.141,720.457,52.220,0.010909,False,16
mandelbrot_pth,seahorse,128,25.33,0.964,1,0,80,313.614,633.683,565.405,742.216,69.005,0.02629,False,16
mandelbrot_pth,seahorse,256,75.00,0.988,1,0,79,219.037,551.691,762.318,813.410,130.293,0.07592,False,16
mandelbrot_pth,seahorse,512,272.02,0.996,3,0,80,493.116,620.247,084.762,057.376,373.024,0.27317,False,16
mandelbrot_pth,seahorse,1024,054.52,0.999,3,0,79,314.610,526.953,669.620,818.145,321.975,1.05549,False,16
mandelbrot_pth,seahorse,2048,189.23,1.000,10,1,80,078.133,484.886,526.319,760.735,091.883,4.19056,False,16
mandelbrot_pth,seahorse,4096,727.19,1.000,55,12,79,028.075,253.014,401.710,698.918,829.001,16.73091,False,16
mandelbrot_pth,seahorse,8192,862.66,1.000,230,35,80,140.817,504.730,467.210,274.103,504.622,66.87258,False,16
mandelbrot_pth,elephant,16,2.06,0.713,1,0,79,984.739,126.104,855.346,448.870,45.253,0.002893,False,16
mandelbrot_pth,elephant,32,2.09,0.801,1,0,80,611.995,324.131,059.142,687.286,45.662,0.002606,False,16
mandelbrot_pth,elephant,64,7.64,0.929,1,0,79,878.390,376.809,843.867,647.910,50.754,0.008218,False,16
mandelbrot_pth,elephant,128,25.44,0.965,1,0,79,716.956,734.169,829.853,465.402,66.987,0.02636,False,16
mandelbrot_pth,elephant,256,72.16,0.984,2,0,80,902.591,670.437,428.684,686.279,123.718,0.07330,False,16
mandelbrot_pth,elephant,512,256.51,0.996,1,0,80,501.058,142.508,285.511,377.237,328.892,0.25744,False,16
mandelbrot_pth,elephant,1024,995.10,0.999,3,0,80,554.177,503.346,166.842,126.922,144.128,0.99616,False,16
mandelbrot_pth,elephant,2048,952.86,0.999,35,4,79,173.303,703.194,081.753,212.728,426.693,3.95747,False,16
mandelbrot_pth,elephant,4096,758.28,1.000,50,9,80,148.878,187.273,723.862,149.602,125.180,15.76136,False,16
mandelbrot_pth,elephant,8192,054.39,1.000,340,42,80,170.085,089.088,783.818,198.753,445.590,63.0823,False,16
mandelbrot_pth,triple_spiral,16,2.10,0.700,1,0,80,429.610,222.145,058.315,465.468,45.348,0.002993,False,16
mandelbrot_pth,triple_spiral,32,2.61,0.761,1,0,79,933.104,556.641,888.701,751.032,46.744,0.003431,False,16
mandelbrot_pth,triple_spiral,64,12.57,0.932,1,0,79,983.222,250.501,332.419,912.642,52.894,0.01349,False,16
mandelbrot_pth,triple_spiral,128,24.79,0.965,1,0,79,381.609,811.070,634.965,490.714,69.839,0.02569,False,16
mandelbrot_pth,triple_spiral,256,84.10,0.985,3,0,80,968.742,032.895,838.323,816.743,139.656,0.08538,False,16
mandelbrot_pth,triple_spiral,512,306.94,0.996,4,0,80,208.250,840.095,552.700,902.312,385.661,0.30824,False,16
mandelbrot_pth,triple_spiral,1024,199.45,0.999,4,0,80,154.458,748.523,655.246,146.250,365.371,1.20061,False,16
mandelbrot_pth,triple_spiral,2048,774.95,0.999,34,3,79,414.533,066.973,016.225,372.818,301.799,4.77921,False,16
mandelbrot_pth,triple_spiral,4096,047.02,1.000,62,13,79,750.013,949.332,225.099,476.103,774.233,19.05132,False,16
mandelbrot_pth,triple_spiral,8192,293.63,1.000,362,60,79,632.373,622.009,191.381,895.661,340.352,76.3210,False,16
mandelbrot_omp,full,16,1.27,0.649,0,0,71,282.697,776.326,657.292,331.965,36.723,0.0019566,False,16
mandelbrot_omp,full,32,1.01,0.609,0,0,71,233.926,990.691,131.104,386.218,37.116,0.001660,False,16
mandelbrot_omp,full,64,1.39,0.647,0,0,71,537.414,165.803,042.897,610.565,38.759,0.0021411,False,16
mandelbrot_omp,full,128,6.51,0.885,0,0,71,985.952,019.080,505.130,479.180,42.520,0.007358,False,16
mandelbrot_omp,full,256,12.84,0.955,0,0,71,493.622,309.664,322.493,945.696,52.497,0.01345,False,16
mandelbrot_omp,full,512,42.76,0.982,0,0,71,717.980,723.356,390.611,788.932,90.286,0.04356,False,16
mandelbrot_omp,full,1024,142.55,0.996,0,0,71,768.096,424.274,275.454,096.546,222.769,0.14318,False,16
mandelbrot_omp,full,2048,565.56,0.998,2,0,71,841.976,672.604,488.684,336.826,745.587,0.56643,False,16
mandelbrot_omp,full,4096,242.89,1.000,6,1,71,568.500,273.098,268.297,315.599,771.841,2.24389,False,16
mandelbrot_omp,full,8192,847.51,0.999,48,7,71,562.110,601.943,312.002,082.461,327.267,8.85196,False,16
mandelbrot_omp,seahorse,16,1.52,0.663,0,0,71,337.073,834.349,560.660,435.810,36.966,0.002290,False,16
mandelbrot_omp,seahorse,32,1.97,0.804,0,0,71,042.882,018.069,813.669,812.465,37.983,0.002452,False,16
mandelbrot_omp,seahorse,64,7.38,0.892,0,0,71,386.474,210.333,820.063,319.884,43.742,0.008271,False,16
mandelbrot_omp,seahorse,128,19.03,0.964,0,0,71,622.540,422.420,633.407,313.055,59.194,0.019744,False,16
mandelbrot_omp,seahorse,256,71.54,0.987,1,0,71,967.334,528.817,116.091,319.873,125.384,0.07247,False,16
mandelbrot_omp,seahorse,512,267.01,0.997,0,0,71,615.695,289.286,923.072,140.704,364.469,0.26769,False,16
mandelbrot_omp,seahorse,1024,051.86,0.999,4,1,71,708.696,266.466,319.697,574.099,344.354,1.05294,False,16
mandelbrot_omp,seahorse,2048,218.81,0.999,20,4,71,487.394,841.109,011.481,693.206,305.816,4.22151,False,16
mandelbrot_omp,seahorse,4096,706.21,1.000,62,13,71,385.778,085.461,203.654,835.616,566.752,16.7107,False,16
mandelbrot_omp,seahorse,8192,596.13,1.000,344,56,71,461.323,176.432,030.989,227.417,573.726,66.6256,False,16
mandelbrot_omp,elephant,16,2.18,0.698,0,0,71,176.516,793.467,547.097,434.943,37.061,0.0031252,False,16
mandelbrot_omp,elephant,32,2.28,0.750,0,0,71,178.260,164.449,636.021,791.904,38.490,0.003047,False,16
mandelbrot_omp,elephant,64,7.15,0.916,0,0,71,245.195,109.046,949.964,218.760,42.871,0.007802,False,16
mandelbrot_omp,elephant,128,18.00,0.972,0,0,71,344.612,213.086,018.500,894.115,56.126,0.018515,False,16
mandelbrot_omp,elephant,256,66.36,0.987,1,0,70,668.159,235.042,212.724,591.165,113.471,0.06726,False,16
mandelbrot_omp,elephant,512,252.66,0.996,1,0,71,255.141,879.683,525.400,162.123,323.951,0.25357,False,16
mandelbrot_omp,elephant,1024,991.52,0.998,10,1,71,740.893,285.490,283.222,628.253,190.642,0.99347,False,16
mandelbrot_omp,elephant,2048,961.29,1.000,13,2,71,243.675,880.276,861.421,230.420,655.415,3.96298,False,16
mandelbrot_omp,elephant,4096,690.58,1.000,57,9,71,518.585,202.040,703.983,328.846,917.462,15.69501,False,16
mandelbrot_omp,elephant,8192,686.60,1.000,272,42,71,351.457,284.885,425.110,973.134,078.165,62.7072,False,16
mandelbrot_omp,triple_spiral,16,2.37,0.705,0,0,71,526.376,868.196,735.053,457.017,37.700,0.003362,False,16
mandelbrot_omp,triple_spiral,32,2.51,0.760,0,0,71,299.990,267.305,427.198,883.953,38.846,0.003302,False,16
mandelbrot_omp,triple_spiral,64,9.63,0.930,0,0,71,722.109,194.482,274.571,603.530,43.852,0.01036,False,16
mandelbrot_omp,triple_spiral,128,24.91,0.972,0,0,71,997.844,353.084,368.646,440.746,60.650,0.02562,False,16
mandelbrot_omp,triple_spiral,256,79.30,0.991,0,0,71,344.630,323.405,418.181,731.833,123.765,0.08003,False,16
mandelbrot_omp,triple_spiral,512,304.79,0.995,4,0,71,895.439,620.155,898.163,974.391,386.720,0.30620,False,16
mandelbrot_omp,triple_spiral,1024,192.32,0.999,5,0,71,019.441,206.310,576.251,494.338,385.953,1.19363,False,16
mandelbrot_omp,triple_spiral,2048,786.15,1.000,15,3,71,793.322,666.144,688.422,753.403,499.982,4.78778,False,16
mandelbrot_omp,triple_spiral,4096,961.96,0.999,108,17,71,798.004,672.713,415.162,002.282,345.511,18.97177,False,16
mandelbrot_omp,triple_spiral,8192,761.12,1.000,411,56,71,773.871,947.884,300.472,084.186,838.819,75.7956,False,16
mandelbrot_seq,full,16,0.75,0.481,0,0,59,827.213,623.394,287.649,248.039,27.791,0.0015638,False,16
mandelbrot_seq,full,32,1.03,0.617,0,0,59,289.592,620.325,791.156,287.037,28.000,0.001664,False,16
mandelbrot_seq,full,64,2.00,0.730,0,0,59,074.896,631.527,759.933,440.538,29.351,0.002732,False,16
mandelbrot_seq,full,128,2.74,0.867,0,0,59,205.648,717.174,454.952,033.590,31.948,0.003157,False,16
mandelbrot_seq,full,256,12.70,0.957,0,0,59,356.180,965.976,334.317,418.778,43.124,0.01327,False,16
mandelbrot_seq,full,512,41.09,0.984,0,0,59,978.979,524.741,527.755,922.706,79.976,0.04174,False,16
mandelbrot_seq,full,1024,141.08,0.995,1,0,59,935.432,114.807,938.015,884.959,210.245,0.14182,False,16
mandelbrot_seq,full,2048,555.24,0.999,1,0,59,709.760,851.414,787.474,674.693,703.327,0.55598,False,16
mandelbrot_seq,full,4096,203.38,0.999,7,1,59,232.092,565.127,320.693,908.651,609.777,2.20453,False,16
mandelbrot_seq,full,8192,792.39,1.000,32,4,59,342.195,444.515,281.056,820.596,015.743,8.79540,False,16
mandelbrot_seq,seahorse,16,0.81,0.623,0,0,60,904.298,686.157,247.336,321.734,28.102,0.0012966,False,16
mandelbrot_seq,seahorse,32,2.60,0.797,0,0,60,964.833,618.998,630.329,575.913,29.485,0.003269,False,16
mandelbrot_seq,seahorse,64,7.58,0.929,0,0,60,066.625,725.948,121.362,587.214,34.237,0.008163,False,16
mandelbrot_seq,seahorse,128,19.88,0.974,0,0,60,079.080,039.904,898.213,605.833,50.197,0.02040,False,16
mandelbrot_seq,seahorse,256,70.18,0.986,2,0,60,634.309,272.632,461.355,757.077,122.311,0.07118,False,16
mandelbrot_seq,seahorse,512,264.08,0.996,2,0,60,696.543,993.976,796.154,002.230,364.940,0.26515,False,16
mandelbrot_seq,seahorse,1024,035.58,0.999,3,0,60,923.137,730.765,269.778,531.253,297.416,1.03617,False,16
mandelbrot_seq,seahorse,2048,147.16,1.000,14,2,60,170.641,805.096,173.251,352.228,181.305,4.14903,False,16
mandelbrot_seq,seahorse,4096,545.23,1.000,65,9,60,872.930,817.369,659.580,446.314,377.952,16.55017,False,16
mandelbrot_seq,seahorse,8192,102.51,1.000,310,38,60,884.211,486.778,485.151,789.452,868.086,66.1257,False,16
mandelbrot_seq,elephant,16,0.69,0.629,0,0,60,748.140,614.731,230.695,321.125,28.036,0.0010929,False,16
mandelbrot_seq,elephant,32,2.67,0.765,0,0,60,927.970,690.317,453.324,563.458,29.817,0.003487,False,16
mandelbrot_seq,elephant,64,8.57,0.910,0,0,60,380.094,862.087,235.601,523.635,34.762,0.009413,False,16
mandelbrot_seq,elephant,128,22.66,0.972,0,0,60,679.092,132.715,190.229,334.473,49.068,0.02332,False,16
mandelbrot_seq,elephant,256,63.21,0.982,3,0,60,432.152,970.334,899.123,582.947,107.308,0.064367,False,16
mandelbrot_seq,elephant,512,250.34,0.996,3,0,60,110.215,850.358,087.951,343.232,322.126,0.25137,False,16
mandelbrot_seq,elephant,1024,978.59,0.999,3,0,60,683.543,398.423,530.622,003.720,115.586,0.97945,False,16
mandelbrot_seq,elephant,2048,895.50,1.000,14,1,60,337.628,645.568,322.704,265.551,406.203,3.89703,False,16
mandelbrot_seq,elephant,4096,565.14,1.000,78,11,60,887.281,066.412,914.973,319.175,529.821,15.57194,False,16
mandelbrot_seq,elephant,8192,254.96,1.000,364,54,60,399.411,627.280,708.382,507.152,814.241,62.2840,False,16
mandelbrot_seq,triple_spiral,16,0.91,0.611,0,0,60,147.337,728.269,412.202,333.441,28.232,0.001485,False,16
mandelbrot_seq,triple_spiral,32,2.59,0.754,0,0,60,658.384,658.919,266.288,623.882,29.926,0.003439,False,16
mandelbrot_seq,triple_spiral,64,10.02,0.920,0,0,60,942.333,978.264,672.208,777.680,35.496,0.010894,False,16
mandelbrot_seq,triple_spiral,128,21.42,0.949,2,0,60,399.769,669.251,160.024,396.296,57.292,0.022558,False,16
mandelbrot_seq,triple_spiral,256,79.27,0.983,3,0,60,274.027,802.503,300.027,708.986,125.525,0.08063,False,16
mandelbrot_seq,triple_spiral,512,300.11,0.995,5,0,60,905.428,143.508,412.432,878.863,382.082,0.30158,False,16
mandelbrot_seq,triple_spiral,1024,177.39,0.999,4,0,60,129.047,099.976,717.135,959.257,337.031,1.17815,False,16
mandelbrot_seq,triple_spiral,2048,708.57,1.000,19,2,60,642.990,155.149,604.442,925.069,359.330,4.71031,False,16
mandelbrot_seq,triple_spiral,4096,805.53,1.000,73,10,60,413.246,992.208,684.746,396.352,124.032,18.81100,False,16
mandelbrot_seq,triple_spiral,8192,282.28,1.000,401,61,60,553.951,459.553,448.040,769.795,532.209,75.3141,False,16
mandelbrot_pth,full,16,1.47,0.756,2,0,82,744.646,356.036,106.889,415.459,49.230,0.001938,False,16
mandelbrot_pth,full,32,1.43,0.808,2,0,82,096.317,290.778,612.707,454.905,49.036,0.001768,False,16
mandelbrot_pth,full,64,2.43,1.010,1,0,82,745.977,225.251,556.292,603.331,49.946,0.0024048,False,16
mandelbrot_pth,full,128,4.22,1.203,1,0,82,855.396,630.488,266.081,199.416,54.511,0.003507,False,16
mandelbrot_pth,full,256,15.06,1.485,2,0,82,373.619,308.598,176.184,590.910,68.078,0.010142,False,16
mandelbrot_pth,full,512,45.47,1.715,2,0,82,158.825,796.028,390.398,099.955,106.431,0.02651,False,16
mandelbrot_pth,full,1024,154.23,1.888,4,0,82,072.849,427.299,142.740,136.589,246.803,0.08168,False,16
mandelbrot_pth,full,2048,571.33,1.973,5,0,82,934.174,309.189,344.533,010.661,746.387,0.28955,False,16
mandelbrot_pth,full,4096,257.17,1.991,15,2,81,948.913,626.084,770.994,684.663,708.301,1.13366,False,16
mandelbrot_pth,full,8192,914.13,1.997,27,3,82,449.601,193.427,171.385,362.917,115.819,4.46274,False,16
mandelbrot_pth,seahorse,16,1.37,0.752,2,0,82,749.218,349.721,059.274,487.305,49.163,0.0018198,False,16
mandelbrot_pth,seahorse,32,2.59,1.099,1,0,82,025.947,358.828,418.463,737.096,49.955,0.0023599,False,16
mandelbrot_pth,seahorse,64,7.38,1.466,1,0,82,127.228,450.634,900.548,746.563,54.584,0.005034,False,16
mandelbrot_pth,seahorse,128,27.59,1.543,1,0,82,217.063,446.586,744.909,778.568,74.312,0.01788,False,16
mandelbrot_pth,seahorse,256,76.25,1.703,2,0,81,815.151,987.250,080.867,880.404,140.770,0.04478,False,16
mandelbrot_pth,seahorse,512,273.83,1.769,4,0,81,030.408,914.965,606.048,172.242,382.189,0.15482,False,16
mandelbrot_pth,seahorse,1024,065.71,1.766,11,1,82,073.219,492.523,776.711,299.764,336.024,0.60335,False,16
mandelbrot_pth,seahorse,2048,214.48,1.768,19,3,82,679.418,038.979,795.817,403.463,151.583,2.38330,False,16
mandelbrot_pth,seahorse,4096,801.17,1.770,59,9,81,197.162,869.830,856.358,775.345,057.911,9.49026,False,16
mandelbrot_pth,seahorse,8192,140.58,1.770,204,28,81,182.772,218.196,082.367,441.576,372.620,37.9390,False,16
mandelbrot_pth,elephant,16,1.45,0.881,1,0,82,650.156,310.519,014.000,481.199,48.417,0.0016522,False,16
mandelbrot_pth,elephant,32,2.89,1.053,1,0,81,291.953,157.196,234.411,723.040,49.297,0.0027443,False,16
mandelbrot_pth,elephant,64,10.77,1.350,2,0,82,107.446,438.551,039.726,687.589,55.705,0.007981,False,16
mandelbrot_pth,elephant,128,28.54,1.580,2,0,82,773.200,089.962,065.203,513.725,73.739,0.01806,False,16
mandelbrot_pth,elephant,256,73.48,1.773,2,0,82,466.900,301.652,610.655,722.445,128.187,0.04145,False,16
mandelbrot_pth,elephant,512,263.61,1.917,5,0,81,016.553,596.039,052.561,543.351,352.880,0.13752,False,16
mandelbrot_pth,elephant,1024,992.80,1.984,8,0,81,648.231,716.441,722.412,495.841,137.092,0.50048,False,16
mandelbrot_pth,elephant,2048,989.33,1.995,21,3,81,167.365,480.906,879.861,512.618,459.291,1.99942,False,16
mandelbrot_pth,elephant,4096,788.30,1.997,63,7,81,019.375,853.043,033.930,274.827,254.600,7.90444,False,16
mandelbrot_pth,elephant,8192,199.45,1.999,208,31,82,985.049,283.168,272.738,438.419,950.100,31.6173,False,16
mandelbrot_pth,triple_spiral,16,1.92,0.886,1,0,82,372.181,165.467,227.116,499.887,48.868,0.0021638,False,16
mandelbrot_pth,triple_spiral,32,3.12,1.088,1,0,83,709.453,383.718,064.269,786.836,50.419,0.002864,False,16
mandelbrot_pth,triple_spiral,64,8.74,1.422,1,0,81,902.976,618.046,448.712,936.207,55.734,0.006143,False,16
mandelbrot_pth,triple_spiral,128,27.42,1.544,1,0,82,399.481,152.446,816.070,527.500,74.469,0.01776,False,16
mandelbrot_pth,triple_spiral,256,84.67,1.744,2,0,82,646.269,089.747,984.937,845.303,144.899,0.04856,False,16
mandelbrot_pth,triple_spiral,512,312.77,1.855,3,0,82,268.456,180.620,080.536,017.100,390.642,0.16864,False,16
mandelbrot_pth,triple_spiral,1024,207.89,1.881,11,0,82,130.119,986.550,982.984,678.014,381.770,0.64228,False,16
mandelbrot_pth,triple_spiral,2048,805.21,1.877,22,3,82,191.286,426.784,543.720,284.726,342.816,2.55998,False,16
